Length,Width,Height,Permittivity,Conductivity,Target
0.5889283233192526,1.3140067605056496,1.150940568507211,-1.6576829345809605,0.9480626705170008,0
-1.6548665199533799,0.4634783283510722,0.45412550072059127,-1.3091283789595,0.2082242175910173,0
-0.42077935615343065,0.3662750789619771,-0.11203674185603793,-1.5879720234566683,-1.3506186659035682,0
-0.4453208622517251,1.6056165086729348,0.27992173377393614,-0.3680310787815586,1.1857243269857116,1
0.5047860166965281,1.6750474010937153,0.45412550072059127,1.5838744326986178,1.0811473266745657,1
0.6835884182698179,-0.9633265108959965,-0.72174992616933,-0.6468747232787261,-0.6684447731945009,1
-1.213119410184081,-1.2653508929263984,-1.1572593435359673,-0.22860925653297448,-0.5785238526095261,1
1.5881182144640973,1.050169369306679,0.062167025090617216,1.2004644215150122,0.9749951929876096,1
-0.35416669674377516,0.3732181682040539,-0.6346480426960024,-1.1348511011487707,0.5093315689606195,0
-0.6942418526772831,-1.081359028011327,-0.9830555765893128,0.15480075465063114,0.7193380611232242,0
-1.4269811061835036,0.3558604450988594,-0.15558768359270173,-0.577163812154434,-1.3556037654406285,0
0.45570300449994156,0.4773645068352283,0.7589820928772378,-0.3331756232194126,-0.24814386126295998,1
0.613469829417547,-0.1857005157832405,1.7171028110838402,-1.5531165678945222,0.42252139565188507,1
1.1428651752521832,1.445925456105136,-0.9830555765893128,-1.4834056567702303,1.088960891520876,0
1.1218295985965039,-1.244521625200164,-0.06848580011937415,0.43364439914779945,0.9014099298324024,1
1.6161656500050046,0.33850272199366493,-0.6346480426960024,1.061042599266428,-1.5773814156267574,1
0.4486911456147135,-0.012123284731285662,1.1073896267705472,0.43364439914779945,0.24811630516618166,0
1.3076438590550192,-0.33844847910896,-0.9830555765893128,-0.22860925653297448,0.5789959355943216,0
-0.41727342671081785,0.2378279279835314,-0.5039952174860111,-0.6120192677165801,-1.1177021692999756,0
-1.104435597463062,-0.8973671630962544,0.5412273841939189,1.5838744326986178,0.1652863075920206,1
-1.4059455295278218,0.3593319897198978,-0.6346480426960024,0.7124880436449678,0.7741628647522115,0
1.59162414390671,0.959909209159663,1.5864499858738488,0.6427771325206757,0.855745176032273,1
-0.6837240643494423,-0.88000943999106,1.1944915102438747,0.7124880436449678,0.6582324837286883,1
1.1393592458095705,-1.4875297486729007,-1.636319702639269,-1.0651401900244786,-0.7192781098102354,0
0.5047860166965281,1.6750474010937153,0.45412550072059127,1.5838744326986178,1.0811473266745657,1
1.700307956627729,0.07119378617365336,0.933185859823892,0.29422257689921527,0.27123519826274284,1
-1.2867439284789643,-1.6437492566196599,-0.2426895670660293,0.6079216769585304,1.1483332576380874,0
-1.1500126802170383,-0.26554604206713867,1.542899044137185,1.3050307882014496,-1.2730165303580794,0
-0.9326450547750003,1.2341612342217514,-1.4185649939559501,-1.5879720234566683,-1.0935924664992767,0
-0.28054217844889157,-0.06766799866791003,-0.8524027513793213,-0.577163812154434,-0.7967955607656267,0
-0.8555146070375039,0.18575475866794297,-0.02493485838271036,-1.6228274790188144,-1.4867152706489266,0
1.0867703041703685,0.6752425502344569,-0.8088518096426576,-1.5879720234566683,0.40348429979801415,0
1.6687545916442066,-1.5222451948832922,1.0202877432972195,1.4793080660121805,1.2158212303062894,0
-1.3358269406755534,-0.5779850579606569,0.715431151140574,-1.274272923397354,1.3646289920252512,0
0.7326714304664069,-0.6022858703079307,1.5864499858738488,0.43364439914779945,-1.4716272995132589,0
1.4934581195135321,-0.057253364804792345,1.6735518693471763,-1.5879720234566683,0.6039129648206151,0
-0.9256331958897747,-0.810578547570277,-0.19913862532936552,-1.4834056567702303,0.43268636928323007,0
-0.15783464795741897,-0.019066373973362475,1.7171028110838402,-1.4136947456459381,1.417545569557379,0
0.7011180654828842,1.5709010624625435,0.062167025090617216,0.7473434992071145,0.54090480696856,1
1.1393592458095705,0.8731205936336855,1.542899044137185,0.050234387964193813,-1.0534604392521698,0
-1.1570245391022638,-1.088302117253405,0.5847783259305827,-1.1348511011487707,-1.2791448718614535,0
1.5530589200379619,1.5778441517046227,1.4557971606638573,-1.5531165678945222,0.8856698873529861,0
0.3189717562380153,-1.5569606410936825,1.0202877432972195,-0.6120192677165801,-0.5005999156216677,1
1.2655727057436559,1.2202750557375952,-0.5910971009593387,0.6776325880828225,-0.0964060127266321,0
0.5538690288931172,0.9703238430227806,-0.02493485838271036,-1.5879720234566683,-0.5297229461561265,1
-0.017597470252879915,-1.0223427694536618,-1.0701574600626402,-1.5879720234566683,-1.2329776561600798,1
-1.598771648871565,-1.4840582040518622,-0.9395046348526489,1.3050307882014496,0.9493244709094508,0
0.25586502627097263,0.6995433625817307,-0.9395046348526489,1.5838744326986178,-0.7595512780408378,0
0.1612049313204073,-1.0431720371798971,1.542899044137185,1.5490189771364726,1.6535953959945715,1
-1.749526614903945,0.7030149072027692,-1.4185649939559501,-1.0651401900244786,0.7238969148901289,1
-0.02460932913810799,1.3973238314105885,1.2815933937172024,1.3747416993257415,0.6468903942949908,1
1.1218295985965039,-1.3035378837578293,0.105717966827281,0.15480075465063114,0.6853033243631226,0
1.65122494443114,0.9390799414334277,1.3251443354538661,-0.01947652316009826,-0.8063846791843102,0
0.25937095571358537,-0.6682452181076752,-1.5492178191659414,0.6776325880828225,-0.6869906984258078,1
-0.27703624900627877,-0.27943222055129474,-0.3297914505393559,-0.6120192677165801,-1.0850703739158192,1
-0.33663704953070867,-0.36969238069831056,1.3251443354538661,1.65358534382291,0.9624985703089196,0
0.6765765593845897,-1.4076842223890014,-0.06848580011937415,-0.7514410899651642,-1.538274071919828,0
-1.304273575692031,0.8627059597705679,-0.41689333401268347,0.25936712133707,1.2575650875849145,0
1.0797584452851405,0.39057589130925086,0.6283292676672464,-0.22860925653297448,0.08545696732697286,0
-0.12978721241651164,1.2341612342217514,-1.4621159356926139,-1.5182611123323762,-0.08466026008013751,1
-1.3112854345772589,-1.1993915451266561,0.7589820928772378,-1.5182611123323762,-0.03743448700254776,0
0.872908608170946,1.5292425270100751,-1.636319702639269,-0.9257183677758944,1.1680619443110865,0
1.1393592458095705,0.8731205936336855,1.542899044137185,0.050234387964193813,-1.0534604392521698,0
-1.1079415269056747,0.9182506737071923,-0.2862405088026931,-0.3331756232194126,-1.1307746471913278,0
0.382078486205058,1.5639579732204665,1.5864499858738488,0.29422257689921527,-1.5330687924485142,0
-0.12978721241651164,-1.4076842223890014,-0.06848580011937415,0.015378932402047775,1.314687666425208,1
-0.813443453726143,-0.3453915683510368,-0.5039952174860111,-0.40288653434370386,1.0684022958649229,0
1.0587228686294612,0.3662750789619771,1.6735518693471763,0.39878894358565414,-0.6923230047822674,0
-0.6591825582511502,0.5988685685715972,1.2380424519805384,0.18965621021277795,-0.8793658589301566,1
1.5179996256118267,-1.6715216135879731,-1.3750140522192862,-0.19375380097082845,0.33309729132881466,1
1.5740944966936437,-0.38357855918246914,1.2380424519805384,1.3747416993257415,1.015895027184932,0
0.33650140345108176,-0.6613021288655959,-1.2879121687459587,-1.0999956455866247,-0.34575414262876913,0
-1.0904118796926083,1.0848848155170703,-1.4621159356926139,1.4444526104500337,1.4072451005818785,1
0.46622079282777995,-0.9563834216539197,-0.2862405088026931,0.7124880436449678,-1.2594782872211923,0
